T [K]	C_e [J/m^3/K]
283.7	175610.3
283.8	175672.2
283.9	175734.09999999998
284.0	175796.0
284.1	175857.90000000002
284.2	175919.8
284.3	175981.7
284.4	176043.59999999998
284.5	176105.5
284.6	176167.40000000002
284.7	176229.3
284.8	176291.2
284.9	176353.09999999998
285.0	176415.0
285.1	176476.90000000002
285.2	176538.8
285.3	176600.7
285.4	176662.59999999998
285.5	176724.5
285.6	176786.40000000002
285.7	176848.3
285.8	176910.2
285.9	176972.09999999998
286.0	177034.0
286.1	177095.90000000002
286.2	177157.8
286.3	177219.7
286.4	177281.59999999998
286.5	177343.5
286.6	177405.40000000002
286.7	177467.3
286.8	177529.2
286.9	177591.09999999998
287.0	177653.0
287.1	177714.90000000002
287.2	177776.8
287.3	177838.7
287.4	177900.59999999998
287.5	177962.5
287.6	178024.40000000002
287.7	178086.3
287.8	178148.2
287.9	178210.09999999998
288.0	178272.0
288.1	178333.90000000002
288.2	178395.8
288.3	178457.7
288.4	178519.59999999998
288.5	178581.5
288.6	178643.40000000002
288.7	178705.3
288.8	178767.2
288.9	178829.09999999998
289.0	178891.0
289.1	178952.90000000002
289.2	179014.8
289.3	179076.7
289.4	179138.59999999998
289.5	179200.5
289.6	179262.40000000002
289.7	179324.3
289.8	179386.2
289.9	179448.09999999998
290.0	179510.0
290.1	179571.90000000002
290.2	179633.8
290.3	179695.7
290.4	179757.59999999998
290.5	179819.5
290.6	179881.40000000002
290.7	179943.3
290.8	180005.2
290.9	180067.09999999998
291.0	180129.0
291.1	180190.90000000002
291.2	180252.8
291.3	180314.7
291.4	180376.59999999998
291.5	180438.5
291.6	180500.40000000002
291.7	180562.3
291.8	180624.2
291.9	180686.09999999998
292.0	180748.0
292.1	180809.90000000002
292.2	180871.8
292.3	180933.7
292.4	180995.59999999998
292.5	181057.5
292.6	181119.40000000002
292.7	181181.3
292.8	181243.2
292.9	181305.09999999998
293.0	181367.0
293.1	181428.90000000002
293.2	181490.8
293.3	181552.7
293.4	181614.59999999998
293.5	181676.5
293.6	181738.40000000002
293.7	181800.3
293.8	181862.2
293.9	181924.09999999998
294.0	181986.0
294.1	182047.90000000002
294.2	182109.8
294.3	182171.7
294.4	182233.59999999998
294.5	182295.5
294.6	182357.40000000002
294.7	182419.3
294.8	182481.2
294.9	182543.09999999998
295.0	182605.0
295.1	182666.90000000002
295.2	182728.8
295.3	182790.7
295.4	182852.59999999998
295.5	182914.5
295.6	182976.40000000002
295.7	183038.3
295.8	183100.2
295.9	183162.09999999998
296.0	183224.0
296.1	183285.90000000002
296.2	183347.8
296.3	183409.7
296.4	183471.59999999998
296.5	183533.5
296.6	183595.40000000002
296.7	183657.3
296.8	183719.2
296.9	183781.09999999998
297.0	183843.0
297.1	183904.90000000002
297.2	183966.8
297.3	184028.7
297.4	184090.59999999998
297.5	184152.5
297.6	184214.40000000002
297.7	184276.3
297.8	184338.2
297.9	184400.09999999998
298.0	184462.0
298.1	184523.90000000002
298.2	184585.8
298.3	184647.7
298.4	184709.59999999998
298.5	184771.5
298.6	184833.40000000002
298.7	184895.3
298.8	184957.2
298.9	185019.09999999998
299.0	185081.0
299.1	185142.90000000002
299.2	185204.8
299.3	185266.7
299.4	185328.59999999998
299.5	185390.5
299.6	185452.40000000002
299.7	185514.3
299.8	185576.2
299.9	185638.09999999998
