T [K]	C_p [J/m^3/K]
133.0	1267565.7769406023
133.1	1267697.7978817266
133.2	1267829.5411769904
133.3	1267961.0075896182
133.4	1268092.197880269
133.5	1268223.1128070455
133.6	1268353.7531255053
133.7	1268484.1195886699
133.8	1268614.2129470366
133.9	1268744.0339485854
134.0	1268873.583338791
134.1	1269002.8618606324
134.2	1269131.8702546023
134.3	1269260.609258717
134.4	1269389.0796085256
134.5	1269517.28203712
134.6	1269645.217275146
134.7	1269772.8860508099
134.8	1269900.2890898895
134.9	1270027.4271157454
135.0	1270154.3008493267
135.1	1270280.9110091836
135.2	1270407.2583114756
135.3	1270533.3434699802
135.4	1270659.1671961034
135.5	1270784.7301988879
135.6	1270910.0331850227
135.7	1271035.0768588528
135.8	1271159.8619223863
135.9	1271284.3890753072
136.0	1271408.65901498
136.1	1271532.6724364634
136.2	1271656.430032513
136.3	1271779.932493598
136.4	1271903.1805079035
136.5	1272026.174761342
136.6	1272148.915937563
136.7	1272271.4047179609
136.8	1272393.6417816821
136.9	1272515.6278056372
137.0	1272637.3634645063
137.1	1272758.8494307492
137.2	1272880.0863746144
137.3	1273001.0749641461
137.4	1273121.8158651942
137.5	1273242.3097414214
137.6	1273362.5572543137
137.7	1273482.5590631857
137.8	1273602.3158251916
137.9	1273721.828195333
138.0	1273841.0968264658
138.1	1273960.1223693094
138.2	1274078.9054724567
138.3	1274197.4467823782
138.4	1274315.746943433
138.5	1274433.806597877
138.6	1274551.6263858697
138.7	1274669.206945483
138.8	1274786.5489127086
138.9	1274903.6529214666
139.0	1275020.5196036135
139.1	1275137.1495889483
139.2	1275253.5435052232
139.3	1275369.70197815
139.4	1275485.6256314067
139.5	1275601.3150866476
139.6	1275716.7709635089
139.7	1275831.9938796181
139.8	1275946.9844506008
139.9	1276061.7432900874
140.0	1276176.271009723
140.1	1276290.5682191728
140.2	1276404.6355261307
140.3	1276518.4735363259
140.4	1276632.0828535322
140.5	1276745.4640795738
140.6	1276858.6178143313
140.7	1276971.544655754
140.8	1277084.2451998617
140.9	1277196.720040755
141.0	1277308.9697706224
141.1	1277420.9949797464
141.2	1277532.7962565117
141.3	1277644.3741874115
141.4	1277755.729357056
141.5	1277866.862348178
141.6	1277977.773741641
141.7	1278088.4641164464
141.8	1278198.9340497388
141.9	1278309.1841168143
142.0	1278419.2148911287
142.1	1278529.026944302
142.2	1278638.6208461265
142.3	1278747.9971645735
142.4	1278857.1564658005
142.5	1278966.0993141574
142.6	1279074.8262721945
142.7	1279183.337900666
142.8	1279291.6347585416
142.9	1279399.7174030093
143.0	1279507.5863894841
143.1	1279615.2422716124
143.2	1279722.6856012824
143.3	1279829.9169286268
143.4	1279936.9368020317
143.5	1280043.745768142
143.6	1280150.3443718683
143.7	1280256.7331563937
143.8	1280362.91266318
143.9	1280468.8834319734
144.0	1280574.6460008118
144.1	1280680.2009060313
144.2	1280785.5486822715
144.3	1280890.6898624822
144.4	1280995.6249779311
144.5	1281100.3545582078
144.6	1281204.8791312308
144.7	1281309.1992232555
144.8	1281413.315358877
144.9	1281517.2280610388
145.0	1281620.9378510385
145.1	1281724.4452485335
145.2	1281827.7507715474
145.3	1281930.854936475
145.4	1282033.7582580894
145.5	1282136.4612495485
145.6	1282238.9644223987
145.7	1282341.268286585
145.8	1282443.3733504503
145.9	1282545.2801207493
146.0	1282646.989102647
146.1	1282748.5007997304
146.2	1282849.81571401
146.3	1282950.9343459287
146.4	1283051.8571943648
146.5	1283152.5847566403
146.6	1283253.1175285252
146.7	1283353.456004244
146.8	1283453.6006764797
146.9	1283553.5520363818
147.0	1283653.3105735697
147.1	1283752.87677614
147.2	1283852.251130672
147.3	1283951.434122231
147.4	1284050.4262343775
147.5	1284149.22794917
147.6	1284247.8397471698
147.7	1284346.2621074498
147.8	1284444.4955075977
147.9	1284542.540423721
148.0	1284640.397330453
148.1	1284738.0667009603
148.2	1284835.5490069436
148.3	1284932.844718647
148.4	1285029.9543048616
148.5	1285126.8782329313
148.6	1285223.6169687572
148.7	1285320.1709768043
148.8	1285416.5407201056
148.9	1285512.726660268
149.0	1285608.7292574756
149.1	1285704.5489704981
149.2	1285800.186256694
149.3	1285895.641572014
149.4	1285990.9153710103
149.5	1286086.0081068382
149.6	1286180.9202312625
149.7	1286275.6521946618
149.8	1286370.2044460354
149.9	1286464.5774330057
150.0	1286558.7716018246
150.1	1286652.787397378
150.2	1286746.6252631925
150.3	1286840.2856414355
150.4	1286933.7689729275
150.5	1287027.0756971396
150.6	1287120.2062522029
150.7	1287213.1610749115
150.8	1287305.9406007284
150.9	1287398.5452637896
151.0	1287490.975496907
151.1	1287583.2317315782
151.2	1287675.3143979865
151.3	1287767.2239250063
151.4	1287858.9607402105
151.5	1287950.5252698723
151.6	1288041.917938971
151.7	1288133.1391711968
151.8	1288224.189388955
151.9	1288315.0690133714
152.0	1288405.778464294
152.1	1288496.3181603032
152.2	1288586.6885187102
152.3	1288676.889955565
152.4	1288766.9228856603
152.5	1288856.7877225368
152.6	1288946.4848784842
152.7	1289036.01476455
152.8	1289125.3777905414
152.9	1289214.5743650317
153.0	1289303.6048953608
153.1	1289392.4697876442
153.2	1289481.1694467738
153.3	1289569.7042764258
153.4	1289658.0746790608
153.5	1289746.281055931
153.6	1289834.3238070833
153.7	1289922.2033313653
153.8	1290009.9200264271
153.9	1290097.4742887267
154.0	1290184.8665135344
154.1	1290272.097094937
154.2	1290359.1664258414
154.3	1290446.0748979796
154.4	1290532.822901911
154.5	1290619.4108270302
154.6	1290705.8390615669
154.7	1290792.1079925925
154.8	1290878.2180060241
154.9	1290964.169486627
155.0	1291049.9628180207
155.1	1291135.5983826823
155.2	1291221.0765619485
155.3	1291306.3977360236
155.4	1291391.5622839802
155.5	1291476.570583764
155.6	1291561.4230121986
155.7	1291646.1199449874
155.8	1291730.6617567202
155.9	1291815.0488208765
156.0	1291899.2815098271
156.1	1291983.3601948405
156.2	1292067.2852460851
156.3	1292151.0570326343
156.4	1292234.67592247
156.5	1292318.142282486
156.6	1292401.4564784921
156.7	1292484.6188752172
156.8	1292567.6298363148
156.9	1292650.4897243646
157.0	1292733.1989008775
157.1	1292815.7577263
157.2	1292898.1665600152
157.3	1292980.4257603504
157.4	1293062.5356845758
157.5	1293144.4966889143
157.6	1293226.3091285399
157.7	1293307.9733575825
157.8	1293389.4897291355
157.9	1293470.8585952525
158.0	1293552.0803069572
158.1	1293633.1552142429
158.2	1293714.0836660783
158.3	1293794.8660104102
158.4	1293875.5025941671
158.5	1293955.9937632626
158.6	1294036.3398625986
158.7	1294116.5412360705
158.8	1294196.598226568
158.9	1294276.511175981
159.0	1294356.280425202
159.1	1294435.906314128
159.2	1294515.3891816682
159.3	1294594.7293657425
159.4	1294673.9272032874
159.5	1294752.98303026
159.6	1294831.89718164
159.7	1294910.6699914327
159.8	1294989.3017926747
159.9	1295067.7929174341
160.0	1295146.1436968169
160.1	1295224.3544609672
160.2	1295302.4255390738
160.3	1295380.3572593706
160.4	1295458.1499491406
160.5	1295535.8039347206
160.6	1295613.3195415034
160.7	1295690.6970939406
160.8	1295767.9369155467
160.9	1295845.0393289006
161.0	1295922.0046556517
161.1	1295998.8332165214
161.2	1296075.5253313042
161.3	1296152.0813188753
161.4	1296228.5014971897
161.5	1296304.7861832883
161.6	1296380.935693299
161.7	1296456.950342441
161.8	1296532.8304450263
161.9	1296608.5763144651
162.0	1296684.188263267
162.1	1296759.6666030458
162.2	1296835.0116445194
162.3	1296910.2236975173
162.4	1296985.3030709787
162.5	1297060.2500729607
162.6	1297135.0650106356
162.7	1297209.7481903
162.8	1297284.2999173726
162.9	1297358.7204963993
163.0	1297433.0102310572
163.1	1297507.169424155
163.2	1297581.198377639
163.3	1297655.0973925928
163.4	1297728.8667692428
163.5	1297802.5068069594
163.6	1297876.0178042606
163.7	1297949.4000588157
163.8	1298022.6538674452
163.9	1298095.7795261284
164.0	1298168.7773300016
164.1	1298241.6475733637
164.2	1298314.3905496781
164.3	1298387.0065515744
164.4	1298459.4958708542
164.5	1298531.8587984915
164.6	1298604.095624635
164.7	1298676.2066386135
164.8	1298748.1921289363
164.9	1298820.0523832955
165.0	1298891.7876885724
165.1	1298963.3983308356
165.2	1299034.8845953469
165.3	1299106.2467665628
165.4	1299177.4851281368
165.5	1299248.5999629237
165.6	1299319.5915529798
165.7	1299390.4601795685
165.8	1299461.20612316
165.9	1299531.829663436
166.0	1299602.3310792912
166.1	1299672.710648837
166.2	1299742.968649403
166.3	1299813.1053575405
166.4	1299883.1210490244
166.5	1299953.0159988548
166.6	1300022.7904812633
166.7	1300092.4447697117
166.8	1300161.9791368956
166.9	1300231.3938547478
167.0	1300300.6891944394
167.1	1300369.8654263846
167.2	1300438.9228202407
167.3	1300507.8616449125
167.4	1300576.6821685531
167.5	1300645.3846585678
167.6	1300713.9693816155
167.7	1300782.4366036132
167.8	1300850.7865897354
167.9	1300919.0196044182
168.0	1300987.1359113622
168.1	1301055.135773535
168.2	1301123.0194531712
168.3	1301190.7872117776
168.4	1301258.4393101353
168.5	1301325.9760082995
168.6	1301393.3975656058
168.7	1301460.7042406695
168.8	1301527.8962913882
168.9	1301594.9739749467
169.0	1301661.9375478155
169.1	1301728.7872657573
169.2	1301795.523383826
169.3	1301862.1461563704
169.4	1301928.6558370367
169.5	1301995.05267877
169.6	1302061.336933817
169.7	1302127.5088537289
169.8	1302193.5686893633
169.9	1302259.5166908847
170.0	1302325.3531077702
170.1	1302391.0781888089
170.2	1302456.6921821057
170.3	1302522.1953350815
170.4	1302587.5878944788
170.5	1302652.8701063606
170.6	1302718.042216115
170.7	1302783.104468455
170.8	1302848.0571074246
170.9	1302912.9003763953
171.0	1302977.6345180732
171.1	1303042.2597744998
171.2	1303106.7763870526
171.3	1303171.1845964491
171.4	1303235.4846427483
171.5	1303299.6767653523
171.6	1303363.761203009
171.7	1303427.7381938146
171.8	1303491.6079752152
171.9	1303555.3707840082
172.0	1303619.0268563458
172.1	1303682.5764277359
172.2	1303746.0197330462
172.3	1303809.3570065026
172.4	1303872.5884816947
172.5	1303935.714391576
172.6	1303998.7349684671
172.7	1304061.6504440578
172.8	1304124.461049406
172.9	1304187.1670149453
173.0	1304249.7685704818
173.1	1304312.2659451996
173.2	1304374.6593676605
173.3	1304436.9490658075
173.4	1304499.1352669655
173.5	1304561.2181978456
173.6	1304623.1980845437
173.7	1304685.0751525452
173.8	1304746.8496267267
173.9	1304808.521731356
174.0	1304870.0916900956
174.1	1304931.5597260047
174.2	1304992.926061541
174.3	1305054.1909185613
174.4	1305115.3545183267
174.5	1305176.4170815
174.6	1305237.3788281507
174.7	1305298.239977757
174.8	1305359.0007492064
174.9	1305419.6613607968
175.0	1305480.2220302415
175.1	1305540.6829746675
175.2	1305601.0444106204
175.3	1305661.306554064
175.4	1305721.469620383
175.5	1305781.5338243854
175.6	1305841.4993803026
175.7	1305901.3665017944
175.8	1305961.135401947
175.9	1306020.8062932775
176.0	1306080.3793877347
176.1	1306139.8548967014
176.2	1306199.2330309942
176.3	1306258.5140008696
176.4	1306317.6980160216
176.5	1306376.7852855842
176.6	1306435.7760181352
176.7	1306494.670421697
176.8	1306553.4687037368
176.9	1306612.1710711701
177.0	1306670.7777303632
177.1	1306729.2888871315
177.2	1306787.7047467446
177.3	1306846.025513928
177.4	1306904.251392861
177.5	1306962.3825871833
177.6	1307020.4192999934
177.7	1307078.3617338522
177.8	1307136.210090783
177.9	1307193.9645722741
178.0	1307251.6253792814
178.1	1307309.192712228
178.2	1307366.666771008
178.3	1307424.0477549864
178.4	1307481.3358630012
178.5	1307538.5312933666
178.6	1307595.6342438718
178.7	1307652.644911786
178.8	1307709.5634938567
178.9	1307766.3901863133
179.0	1307823.1251848694
179.1	1307879.768684721
179.2	1307936.3208805535
179.3	1307992.7819665382
179.4	1308049.1521363351
179.5	1308105.4315830984
179.6	1308161.6204994714
179.7	1308217.7190775946
179.8	1308273.727509103
179.9	1308329.6459851293
180.0	1308385.4746963049
180.1	1308441.2138327619
180.2	1308496.8635841347
180.3	1308552.4241395616
180.4	1308607.8956876853
180.5	1308663.2784166555
180.6	1308718.5725141312
180.7	1308773.778167279
180.8	1308828.8955627794
